Type,MimeType,Supplier,Author,Publisher,Group,Name,Version,Scope,LicenseExpressions,LicenseNames,Copyright,Cpe,Purl,Modified,SwidTagId,SwidName,SwidVersion,SwidTagVersion,SwidPatch,SwidTextContentType,SwidTextEncoding,SwidTextContent,SwidUrl,MD5,SHA-1,SHA-256,SHA-384,SHA-512,SHA3-256,SHA3-384,SHA3-512,BLAKE2b-256,BLAKE2b-384,BLAKE2b-512,BLAKE3,Description
Library,,,,,ch.qos.logback,logback-classic,1.4.8,,EPL-1.0,GNU Lesser General Public License,,,pkg:maven/ch.qos.logback/logback-classic@1.4.8?type=jar,False,,,,,,,,,,dfeae843fd558dd43e9ce59c30621469,f00ba91d993e4d14301b11968d3cacc3be7ef3e1,e6d9c1208bf664c427b9f5fe970b8372f794247473693c3f5d2440fa6b7bb527,ec31b247c9cc42eeca33842a144aeb8347a16e55e02b678b1dc971d19725d698f96fedc58ad59bf71264a61dfabbb798,4eea77828e52262bb7299e9844bfcd675f73fc56d5cb494cdd3bdb0340eafb9261e1176c5f93bcfffd6d8c65f76cb785e86478ffaf23bf4c036bebf1588dccdc,0bbe72bc8eeeea1e41d86defe2ba9024c3cf50b97c7e2947435b5defe9ac1c19,58b6b48238fb19f8dfe3d2fde288fc872a343698a607cacf7d0606872916905c462b68617d556b5d52fd90c3bd6a3a08,962b05d91e001bc003e458947efff8f0157e1dc195922c99d7f4a0fa86081ae54fd7d876e958c198dc0780e333c98e206ddacdad8a1dd0ed735ab0d154a055e3,,,,,logback-classic module
Library,,,,Spring IO,org.springframework,spring-expression,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-expression@6.0.10?type=jar,False,,,,,,,,,,f2e176910117ba5788fbf305d0e4a594,bd8c93e473e713fe9150a772487507a8e600d5f1,af44e25931b885dfe23dc700fbcc1c1e3b6dfd19fbee52aab46d89efd45bca69,d88deb434828c0bfcde597a477840920d350ffc3b89025dcd8a814a08722b0d170df4a9e370dc327d28e2859e67e2968,56654161495e46362aaa7f64bf2adb28f0f7f66bc315000e528e3b77757e3a44b3a5d36347077964d1f012588e34dc5fca46750ab210e0fde31fc7b02dc6d936,bac2ff9188cd27d0683024678b739795e7e448fafb3803d2c6c0ab717908ea39,6b91b0228cbc9a2be37a52301233146493955bba1a4ccd4a246d95b3d4a0c6e1e0ec50becbc3defb817aaa713874a212,f7a141e013592f7548f83de162ca3f654b38d81dc84b7144ff9fefe645003227251fb793c6eb76241a4c891ec40f15021994917191c568280c9ad69ad73e5706,,,,,Spring Expression Language (SpEL)
Library,,,,"VMware, Inc.",org.springframework.boot,spring-boot,3.1.1,,Apache-2.0,,,,pkg:maven/org.springframework.boot/spring-boot@3.1.1?type=jar,False,,,,,,,,,,c232ad7dc259c6ebab6e0835707e8870,0f8f80c1453c8fe0e08a6235f983d8daf571d3e3,3b0037f887423d8b73d375f72cf97769b68f918b31898b7d401f832b9a4889ba,2a90b390b4854b957ac1d4d890e42ee28d9bbe6e2dd781dee64c6a23bcbd6377e5848a959f3a3edb7bc8877798db0497,7181a4a697cb40bf5fa4c96517ff734f180116169ab75de8c764a3883820ae0775de289d762d0ea7cfb73c3821945b1371d3510e14dbe4a1180ba5eef9d1487a,1f9943320adb9a61d79be0b58295255a996ee11f88a5c73c80aed3d6b53d8f94,50e6881be0df6d97650db6a99cefe3d4504defeae734cd107bc40b64b0f12be4fb77b817076a9ef321faee6983f1129a,302f7cacbb8da364fed2f7f0cf3c83e442d555fe8322b502f493159d9429cc10d75129a4ef4a9b33efae426ac7c006363d386fe0bb3fba4763cf3649e6f246b3,,,,,Spring Boot
Library,,,,,com.fasterxml.jackson.core,jackson-databind,2.15.2,,Apache-2.0,,,,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.15.2?type=jar,False,,,,,,,,,,20ac0d0526a456274409fa852eb74087,9353b021f10c307c00328f52090de2bdb4b6ff9c,0eb2fdad6e40ab8832a78c9b22f58196dd970594e8d3d5a26ead87847c4f3a96,cced300ea06748cc30cdabf1a0a8e45749d3d2a52740975acd858bd13b83458d535a52fc4cc0eb8991ebd3638b9688ec,edf622f3d2bb2cdf308875e467f28eafdd581c6ad47992a2b49a2c803b597c7fe4330c8f887687599c8a6a529d8b11054f8b354b7ddddd2bf904ef347d4f1cd2,400677b87f766708abe38aea66c8564cb422cd271208e926a0c2eac99b64cd92,c4a29f5075cc31b52aabfc8f656ee761b075954fe89469e76aef7a563d93ee71653310967b68f89ce25ed26241c0bda9,0a02353d0afa97f7cb85f1f81ee221cf4425fbde1e2d1b6b7bd8fe0d5d2fcb5dbba8b6fe9c79b500c71fdac8accb77eccebe0853fd8c37bd34aa578796b8a81a,,,,,General data-binding functionality for Jackson: works on core streaming API
Library,,,,Spring IO,org.springframework,spring-webmvc,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-webmvc@6.0.10?type=jar,False,,,,,,,,,,c24299a6a327ef60b3eaec05b4c3dd45,af3f040747f4bfbcdb96140f8c9d252d3a6a4ef1,e978e1ea761efcbef540a7038ca85ded2484fb3937eb5691da184a05e909aaf8,047b7228c165798f732df232858c1c471433045450102bfb7a8649d8d5fb036956b1ddd072e1e86328d2d460d188bdcc,d9c9d63c0a7159c2decfb88587e5854fd5539e2ca479272ffaa7221d98cc29e40a8da642c83fa465d487e489b7d9f056859ed8ccd7eceae84495ed8d86d5a8c5,1f8acbbe6b8fec9013dc29359b85d5c87f2df5d2a89ef2b2aa0cef722a4af1f1,509cbda36ac271012b2ea5c0fb982f23f9b5cda9e0509503410b6ed72c18d036e94c87a7ae585554e3cbd387eb448831,0b43c42317be7ab78d4b73c22e80080d910c01de1c95ef73bea852c8386b3c6ad4e51764d355c9dd9f9170e55c887e01b04fa5e3bebb4abdb73d487efc946088,,,,,Spring Web MVC
Library,,,,,org.slf4j,jul-to-slf4j,2.0.7,,MIT,,,,pkg:maven/org.slf4j/jul-to-slf4j@2.0.7?type=jar,False,,,,,,,,,,965fd8c7c67bd57eb63b321d0bedf498,a48f44aeaa8a5ddc347007298a28173ac1fbbd8b,eaba65483bb38c93e68d557a19e5738962322de1946545dbf40e5e32f6293008,04f447db7af836df84dcecd74f8f6c57a7b63276e809bc9810a33815432a3626d1d0273481450b031d50e1c97fd88157,7df8d8db9bf6d1eb0f7728ad15fbd820533eca33e55a97ea2f177028f5c3e02ee8142768fff3e9f3204f40cfa9e4cc720a4ef8eb2aac6177e7b78e26702b30cf,83fdff5b70ea3d055d19c28dbab12d34b14594907e078756ced1194af28e7c13,e6ff1b827ab9b00405054c4e899b6b50f46978049a2fa9ceb7c0426ac4681d630455926908718214de0d0d6f772c9434,5281e7128a4a9eb38338ef465508902bf1b801fd973f5d87278442c68bff5ccb96f85cb17420627ed1fee9f475b899470fa07285910e4131f1f615a48448fdd0,,,,,JUL to SLF4J bridge
Library,,,,,org.yaml,snakeyaml,2.0,,Apache-2.0,,,,pkg:maven/org.yaml/snakeyaml@2.0?type=jar,False,,,,,,,,,,caf24b81b9d57e6d4f68b1ccd36e00a3,3aab2116756442bf0d4cd1c089b24d34c3baa253,880c9d896e4b74a06c549c15ca496450165d6909fa15d7e662bee8f6a66d7afa,63c0ec40f4e3f24786031fb8a9477071c86e69247dce283ff725e328e26fba7bdfbb0ab52027b9b0988b3978703a95fe,93567558444365c436027bd1064b67ae99abde77fa89b33ac7c586ab83e4dbf02b7610669fd00ccd258bca6ba3fa078954c92d918b989317dce7bf9ce18836b8,66264c5c5f4703942a959310c14f22df9c2b1c304ddca1d1c211da58af5623f4,fedd091de2b63c38fb04cb8e2d657bc7b37193ef065b18058be892d6b816d7cb68e5445819c3f3f8fca116311adc9760,0c4c5807880025a22791114253443d2166218760d63b80cd72eb3fdd71a19fdadb27d392b47de9c6b7ca2a2dc312273f0b8c97012ff277d2cab0fd06f3902573,,,,,YAML 1.1 parser and emitter for Java
Library,,,,,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.15.2,,Apache-2.0,,,,pkg:maven/com.fasterxml.jackson.datatype/jackson-datatype-jdk8@2.15.2?type=jar,False,,,,,,,,,,dafcfdd5924e4b0577250280c7ff0d6e,66a50e089cfd2f93896b9b6f7a734cea7bcf2f31,5be6e20504b1eab7a40f98c4f98bd92e9177d6e6e20f183928e7d207fc66cb78,c458c5fcba559d50f3356f11bd9136e814566568cb50d93fd23588e0c7427a8f12fa8f040bbd4bc0335dbbbef760ffff,73d6b07a821c14fb0ad13e4a3ca2856d316961c2f6d8b65c29a0c7ab587f76d56dab49b0f114b506ed53d36e084c9b1dcd8523ff743009dfcf34b894accd689f,c3130237546b90a5761c60355b34609e051a0248d026b54139ae1b37d8124d38,6743fc6f3fdbbe6551f5bc68e547a8ffc1cf7ad3860a551bce226742d5e5b08416163d3410fd163fab137b433d9dbb01,a748da8094ab51b17a19f48e2605bd5f0eeb35e4942c9586e748497d04cce6e9ae1c76b6847edb089d12b266f2ef31d248f6290988ee4f4059f91dad76936e7b,,,,,Add-on module for Jackson (http://jackson.codehaus.org) to support JDK 8 data types.
Library,,,,Spring IO,org.springframework,spring-beans,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-beans@6.0.10?type=jar,False,,,,,,,,,,f031b347dbf825fe9b095b73141426a4,8fc0684773cc1598edd810660f57d9e9c8ae6055,9f7719bdabe01302c502160b08f2ab45df242edb46e972486f08aa2be5c77f2d,c6ce0e9457d6ad72ac1a0d356d89877a1f074c7c6db7ffc7bf3129b56f946e36e767424027a45ff8b697a744eeae9ddc,d7fd94bda155361f3b8b4a3e195a41665548cd764e6403f842d0db7b0580eceea9df452c9e5f4e3dc608280db66c98e5b536bb616540a2fa22887e59a826bb21,840e5f95c9f6e5407c20f2d98825c5f34a92be1f12e8907ebf2b764ad25707fa,39ebf8b258bd030f63d6d920a02e4a7aa259df650ac949c869699c658391c0983aa9b9498cdea7b014139b1b54fda468,e5b29a17e44d7081c49e68a3e83caaca5b95149214fd43941730c8ae3a325997fc5680961fafcaf0e1b29e285a8a3c95d410ee23967799b1e10b1b5b46b9d99d,,,,,Spring Beans
Library,,,,,io.micrometer,micrometer-commons,1.11.1,,Apache-2.0,,,,pkg:maven/io.micrometer/micrometer-commons@1.11.1?type=jar,False,,,,,,,,,,94707d2f86885b6da26d5143b0da80b1,45bc0f2aa4d6180f1a783f1930f307a4efbb12e8,d2ed55c8abac6fce3b000c67316d2e654992cf7f73c74385169a9d3964497416,3d47e82b23998fe0e8174a6dc7bb5379455ec7b32940ad3b42405428b0116e94ced2c0b941794389f7a5f1d48e228f7e,0a4298b69f362857d5ca02bff14d5d319715520917c032213f0b43b468758494bd0640a09568b47806f429b3c1b088dc1d34ae7488a5baf09108a937c6baa37d,339552566452c153e7c6deabdabc98b00da298e8648c8494975e0d40340b423b,80e639e28ee60f0a4dafaf66f00df93f96a023c353e24e2f2833be550afe1275c818226391aae72d593935a23eb6eccc,14649630e741a250740ce3014075305a9536e6454e2d5ae805c14babd2af1193a0fd9821b64d2fece806a9bf983dfd52e4fe99684de1543dccbfc672b4423e71,,,,,Module containing common code
Library,,,,,com.fasterxml.jackson.core,jackson-annotations,2.15.2,,Apache-2.0,,,,pkg:maven/com.fasterxml.jackson.core/jackson-annotations@2.15.2?type=jar,False,,,,,,,,,,71dabcaac955a8bd17b5bba6580aac5b,4724a65ac8e8d156a24898d50fd5dbd3642870b8,04e21f94dcfee4b078fa5a5f53047b785aaba69d19de392f616e7a7fe5d3882f,78885119a700d5dd717fc83e58bf063e1fd07bc823846b6797af6a04a99e92e8fbcf28c3a1316079e6695c138c110deb,c9ffb4cf3e409921bca1fa6126ca8746c611042ac3fcf0e4f991d23d12b20ef0946ef1421d991ae8ed86012059df4e08fb776d96db6d13147c2ec85e22254537,b4e4df4be6fe975483027aef5d4df099d8bf6dd5974118d118a47775d5f75a88,f5b8fcedd6d34427bbe32b1c6082b49d9ded5a00b69549cd6722ffad7d87f3e90b48ddc74a8bd0dec1987ebac73df3a7,d10fdee33fe005f9941851117e7021fae066ca3ddf2ccbbd048dae103f3cb540e11116ba53fe48b34bbab6fcfe09a6cbc6c50d1bc74893509e8b93a6c6f2c517,,,,,"Core annotations used for value types, used by Jackson data binding package."
Library,,,,,io.micrometer,micrometer-observation,1.11.1,,Apache-2.0,,,,pkg:maven/io.micrometer/micrometer-observation@1.11.1?type=jar,False,,,,,,,,,,fa218434d6ea1538c5fd1e46eb71f3f2,9027a35892c7e08ea8affce87b3662b6ceca122c,7c7624febf402f983f61e7da0c26fb303c0ab507fdfa25db06ae6c2776ed9ffa,00931dc16741002c8852fe6b83e9b6ca98141ef64fd038d701955704f0081214d27e13fd193fe63f064de8a9e3bf4b8a,5b40fab1827cb058b87782fec3e132eba7e56f4aaee5c9f32e6e9085ec91190ab34d88e66de39dc7491bd28123281b49f9e9e861610b80ad0f6bbe201acafc99,4fba5dc950aecf76e5038e3a033e5c38dc0e74ea071219265792cb317ee8acb5,fa6eedfca1b9e7f8e1c70efa004beab7bfc704dbd4c9f944c5ddb95c889f9c50568d2d85b66af5e7b449e7c50339c3ce,85f50bc65a2f074cd8fe9c5b6557a80c31f7f90007d54095b76f1d786b2c928af7b8b9445a7dfdcb9ca2a0ea383a7191fdd5ad897f40db71eb222ab3da626f20,,,,,Module containing Observation related code
Library,,,,Spring IO,org.springframework,spring-jcl,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-jcl@6.0.10?type=jar,False,,,,,,,,,,f143203c66139baf1ee2cf7c6fb78db7,cba44e98dab40a506c50978a0e5f11ceaa90b3ff,323209c83374e9e4c0785311334862fef23755b24c3c0ef94af57313336d6c30,c3b08b61f57c7ab68ffeb5a9bbbe4279815596526297ce251610dce79f7bbeb96f8b20d7eb98c8c3de564a934a4afca8,8c42ab60f843faf3d98ae0aeb49d8c701dfe62564822a7c1070bcf3f8b7cb6a9197a82c2b83ed2942b34e54f7ef6db469158c5aec274a598e3d26004f47b19e6,0c5d40c63bcfbf1013291f070d704f6c97c38d0d39bb89e552398f56090bc315,ffd417b7d576823933e0a773c9812143665735528172cddccede8134dc08fb5bf84d5de9ae667b5dd5e64fd6f496b765,dd28715c0f7cffc70be1ea2f50e2c49a74f5518d5593358aaf0439215c13e5f009f437034a25452f924da7b8192cca2f1dbc1d4fb3392a507bc47c70df6fd47e,,,,,Spring Commons Logging Bridge
Library,,,,"VMware, Inc.",org.springframework.boot,spring-boot-starter-json,3.1.1,,Apache-2.0,,,,pkg:maven/org.springframework.boot/spring-boot-starter-json@3.1.1?type=jar,False,,,,,,,,,,d83e91f9c8219b0699c660822daa99b0,8dc99860536a6a858de6caaeb67f84d7af8a30a3,de86d240425fbfe5acdf4acacfb238d1b7533989363f9512d8ed765c613c941c,435602691a66753588c4510e44bdf56b82c2f76edb7de17e90c41e35d33b5ca8a9a92e81d19ead898afe3e8eee2ed806,224804738d9d021658ab5dfbde0a4620cb8dd12f490751a1618a70a52dc17bc2e4329c8de304f05c4dd00f1764e4a9e33d3ba6456ccedf9dc4dc550cee826303,2c5f72f7ebc3052297d2b27446e281c7ba66e9816428dd019100c8f6cb8232fd,3cfcf3da881896e64398e893ee8c24f7dddfdde799356fab2919483f94763f93bb412ea335709ee53eee665593211d15,28a8904a00b12fe7efacbc5ad6e93bea56aa66ca5a08fc2d96b93a2b1567cf776e2501e827e22828b54f58e91b7382b6e0b585c5d2bfe2ddcbee2b26caf0b6cb,,,,,Starter for reading and writing json
Library,,,,Spring IO,org.springframework,spring-aop,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-aop@6.0.10?type=jar,False,,,,,,,,,,d106929e8bdc67c5afbfd779afdaf434,0cc309a306fa759018b107dea9a208c758af0297,60c4d4529b25157c8bdf26747f0e61f76d45fe1ec4918745cbcc8f8115b70ad1,2e2ae09769078ed11dfd852b0b7a8869225e2bba9edbdc09584caa90738b6d89841bcd15e9b7dba2dd8206fe823d6a1a,a2a311582c706fd2921ab7547d573bc07a0c6763b477a0b4ce0d5f1fc69616f9b3d26af519991f29ccb279c9bc833e34cb5ad144ccd5eecd80a8229b05204473,5186bbdc6c2cc9375c788ca90a0cef7f076ca9ca6616a7078fb73576903854b2,a59810c468277af5f84fc133cf5c2b66e0be7ddcea5cc6d98538c68b527bd1388f72a1fda0d759ebf20b8fc9c1a3f195,3111bc3abb53f25bb384d36e2bfbb35391d6d3c91dac456c1acb36eb23d8df4e47cc953fe786d7eab99de1342b55e8c71a52f2c0d8593183d61858e072237deb,,,,,Spring AOP
Library,,,,Spring IO,org.springframework,spring-web,6.0.10,,Apache-2.0,,,,pkg:maven/org.springframework/spring-web@6.0.10?type=jar,False,,,,,,,,,,6c39312eeb4b92f930ed44494fc54e75,e61defa7908bf7a499f000dab8ef7691c2aa75c1,42a9efbe8681be4d918a363348ba2bea131ce6362c0aa7260f17fd8f5c544375,baf6b5bb5fda0589d6435c3bd1ab3703e01df4f043727c154afd8c74ef133c9de8f1d29a5d2e7b329d1283ddcdaa4db0,5398b05186f0932d36e2be17902613291849c1a321820d1757bfa255b621f67287bfa55c50a49cdc223c1f5d4fb223f5134dfd40c21f6acf01233d023178e375,86da111f9854650a61dc587217f2f64570c3bc914e5ae80a3049b7632d7154ae,4ca037f18713fb027671683a1084f3c5ec2def956ed6dacfe2170b2b93dee112c3d62a9bc04dda6ccff6b1cdc6ce886b,36670ff581030c969e3f8cac8430f950b5e92c10bc54f1d757fa47ec45f79fa64f0c71348bb4166f636b6465dfcaa0462bb640a4468fb040492f0b40e33d5aa4,,,,,Spring Web
Library,,,,,com.fasterxml.jackson.module,jackson-module-parameter-names,2.15.2,,Apache-2.0,,,,pkg:maven/com.fasterxml.jackson.module/jackson-module-parameter-names@2.15.2?type=jar,False,,,,,,,,,,8b6ce3f14a5bafb9adaf3271f58bf7e4,75f8d2788db20f6c587c7a19e94fb6248c314241,2f624e16373508f8e3a1535f5a6e9d80286b87a899fd128e5fded268625fe913,991f0e833e5a1a2bb94b4a17da040e99fe4404eca1c7831ef35698a5719e4ec2c2cea38243f0866735dc00f6d5c65ac0,c672d7ef121252c8cab7d7192b26d06e8d1866cb2b33cdb08b9ed0cc2a0d840192e5987d7139a5761a5a6f266715509eb13698b865ff3b6ce0f3e7d4a100bd70,49510eeb688d5fca3383ac07fc60b05a8937a748f6232bfa5d8d0dfbd7aca994,4fe19b2a30a0b3dc18aacd2d14ae3e57dd89072f1c1d7b5d1895a24cf4b8c8d78a926ed280b014b0c42622a19252c171,664d9f38e9a83c81eb5b0eeb1217c2107f14b450aab40eed7053a0393ca6f04fd50a1fa49fd921bcc84564e4db68744ba4cf7a734662fac3ab1901f5655300b7,,,,,"Add-on module for Jackson (http://jackson.codehaus.org) to support introspection of method/constructor parameter names, without having to add explicit property name annotation."
Library,,,,,com.fasterxml.jackson.core,jackson-core,2.15.2,,Apache-2.0,,,,pkg:maven/com.fasterxml.jackson.core/jackson-core@2.15.2?type=jar,False,,,,,,,,,,e51fdee85b48e6637ad9e85ee76b58df,a6fe1836469a69b3ff66037c324d75fc66ef137c,303c99e82b1faa91a0bae5d8fbeb56f7e2adf9b526a900dd723bf140d62bd4b4,22f4b71de5860b9c54dd85091d5b1312f7f5097a376f68f5a35b32a342858bf2e24ed394d76be0648545a6137d78b82e,a8a3ddf5c8a732fc3810f9c113d88fd59bf613d15dbf9d3e24dd196b2b8c2195f4088375e3d03906f2629e62983fef3267b5478abd5ab1df733ec58cd00efae6,fa5ecb4b5ab9884403d5001dd368be876e10daf90e91fccfdf6fb21f14563c15,bf7f6d6d6898978d2ca11e924f0268a90adbb6f6f88b1402e7c96b6fba76ff4e7d83ba163d10b1c551443c3b3cdef9d2,1e8648a4c8aac64f0f71787ec6dd4693a30fe0e3c1fb78ce12b2a1865d17d7f9788c085ed1ac1216e45c05f582a0764d8fee44cf18cc90403846d255fe778c7b,,,,,"Core Jackson processing abstractions (aka Streaming API), implementation for JSON"
